id,outer_fold,inner_fold,y_true,catboost_prediction
0720320e,1,1,0,0.6376606173356505
0745c390,1,2,1,0.5592536437074658
077ac7a2,1,2,1,0.2889644404607995
07d879cf,1,3,1,0.6498721250887726
08159c5e,1,1,0,0.8506188713306551
082df556,1,2,0,0.840737760697299
0844aee7,1,3,1,0.2092796387930268
08577722,1,1,0,0.2099101710862772
08660d12,1,3,2,1.0278889785036278
086d6e7f,1,3,0,0.1499422925449978
0884aca8,1,1,0,0.5624473297657115
089a6b19,1,3,0,1.085004847687894
08fa44ad,1,1,1,0.3446859632886635
09039272,1,1,0,0.4350509571435866
092494ec,1,1,1,1.3091908554088147
0924b815,1,2,1,0.09481729107283443
09331bb8,1,3,2,0.9587019542759894
096bf063,1,1,2,0.7334771215718799
098d3c32,1,2,0,0.3762834668447694
09d80057,1,3,1,0.2685208782972355
09eeaba6,1,1,0,0.10188450735863663
09eeec14,1,1,2,0.4855825500257661
09f44fd2,1,1,0,0.21213063273579497
0a1afc11,1,3,0,0.20247930920724472
0a431608,1,1,0,1.1446947531661382
0a4b1425,1,1,0,0.14195248781404035
0a540797,1,1,0,0.38556324013485943
0a5f1214,1,2,0,0.4294836442993871
0a775819,1,2,2,1.3113615047310367
0a822c93,1,2,1,0.8938467560607323
0a9159f8,1,1,0,0.5338935301534058
0a995f99,1,3,0,0.3280173973052344
0aa90ce7,1,3,0,0.5358486642821951
0aaf08ec,1,3,1,0.6654287808454385
0ac521c8,1,1,3,0.974143128384975
0acac70c,1,1,1,0.9267281765711379
0adf511d,1,3,1,0.472815931249494
0af81037,1,1,0,0.6304043377471892
0afb2535,1,2,0,0.5630323556010048
0b4014f0,1,1,0,0.6936500501585624
0b4f597e,1,1,0,0.1952298952151007
0b50f3fa,1,2,1,0.6141826608509334
0b6b07f6,1,1,0,0.3080440383245014
0b7c6100,1,3,0,0.607064117424527
0b7d7aec,1,3,0,0.9719183210553521
0b7d9da6,1,2,0,0.3093378034104823
0ba53e53,1,2,2,0.20163821218892253
0bd89878,1,3,0,0.16765997408331523
0bdace00,1,3,0,0.47282294460266616
0bfe4fc9,1,3,1,0.7642938949789648
0c0a1576,1,3,0,0.0892863245476932
0c3d248f,1,1,0,0.19648692647823246
0c3d88cb,1,2,0,0.1783336789718979
0c794cf7,1,1,0,0.1871700449703178
0c83af0f,1,2,2,0.6256223307438528
0c98f822,1,3,1,1.142455387703257
0cbe4e54,1,2,0,0.8075810625897503
0cccc6bc,1,1,0,0.38122271226941584
0d01bbf2,1,3,0,0.3309667187654127
0d279d77,1,3,0,0.5810011139032865
0d394928,1,2,0,0.4473789753414593
0d4800c8,1,3,1,0.9289462784688094
0d570d3e,1,3,2,0.648754080205279
0d924604,1,3,0,0.2956544955055184
0ddab8ff,1,2,0,0.2539822807346727
0de01ae7,1,3,1,0.9587178533469627
0df4c27d,1,3,0,0.9689440096859759
0e3b0bd2,1,3,0,0.10840404051517011
0e951124,1,3,3,1.103574564504441
0e9c1be6,1,1,1,0.3972536545056075
0ec403df,1,3,2,0.9562813562293024
0ed2a3c8,1,2,1,0.2119479328587714
0eddd8e5,1,2,0,0.5756926266080089
0f4db4f2,1,3,0,0.6707769407069143
0f6b71c4,1,3,0,0.2999562932901292
0f7f3bf3,1,1,1,0.7525851205738388
0f9b8e65,1,2,1,0.7659418652100647
0fbb3ca5,1,3,1,1.0849615982627365
0fc19fd9,1,1,0,0.1518905400882437
101774f0,1,1,0,0.003776398296303052
101c27f1,1,2,0,0.47091433483341905
10258585,1,1,1,0.15482026521578524
105e3f96,1,1,0,0.6909083112977844
10ad8c48,1,1,2,1.23469686281878
10be7f09,1,1,0,0.3372321207004155
10c0e99a,1,3,0,0.20317293500450168
10e46254,1,1,0,0.3265755673465602
113f5798,1,2,2,0.8979363495308104
11477ed0,1,2,0,0.8042488251901847
115d3db4,1,2,1,0.3670325778011063
11739de2,1,3,0,0.7213686893353046
1184a14a,1,2,0,0.2568670715550603
118b7733,1,1,1,0.4704098197978629
119d7562,1,2,1,1.0864742605538509
119dd2e1,1,2,1,0.3333468225992558
119e181e,1,1,0,-0.02289900556588942
11be5d2e,1,2,1,0.8161209263620248
11d1a5ac,1,1,0,0.6036044581616136
11f7253c,1,1,3,1.0482460151085886
11f9b26c,1,3,0,0.09551887793447172
1225fd28,1,3,1,0.8144901149543248
12380b06,1,2,0,0.779812797973617
1286dab7,1,1,0,0.2867914878023009
12a607f6,1,1,1,0.3541497935536063
12cbf30c,1,2,0,0.6730380458910243
12cfb064,1,2,0,0.1409456770523005
12f37ff2,1,2,1,0.19306673607706293
1301f65d,1,1,0,0.3288411771122014
1307c41a,1,3,0,0.23670232283130388
1314bc8c,1,1,0,0.957293494446987
136894bc,1,2,0,0.970818398070023
137baaec,1,2,2,0.6884629087286696
137fc699,1,3,1,0.34180377691708186
13a5e288,1,1,0,0.3250884089826052
13be5672,1,2,0,0.2556958576549282
13d2c419,1,1,0,0.16638883728887643
13eee030,1,1,1,0.6061940869519015
13fca10c,1,2,1,0.7627161592802549
14109652,1,2,2,0.9935098935294946
14391970,1,3,0,0.21163110104558835
1455e657,1,3,0,0.17112217192103985
1458a9d2,1,2,0,0.40729613119687846
1470a1df,1,2,1,0.5832153364258696
147c4374,1,1,0,0.1054850830384631
14a6e58e,1,2,0,0.48811862023995817
14b3d6e5,1,1,0,0.06202628292812318
14b999b6,1,1,0,0.6271447733751594
14c12974,1,1,0,0.1643005772726659
14dae995,1,1,0,0.6278210442683486
14e00ce0,1,1,0,0.21350972190112127
1522fee1,1,2,2,1.0172150623673657
154d1191,1,1,1,0.05331876624720322
1551c806,1,3,1,0.9436325805604316
1562998a,1,2,0,0.8261921119093243
157b271f,1,2,3,1.1216458130373024
15a2364d,1,2,1,0.752852118942724
15d702f8,1,1,0,0.3451220345587145
15f217a6,1,2,1,0.6127646717514389
1606f203,1,2,0,0.4974703903773262
1649ce22,1,1,0,0.34117673302622853
164b29ed,1,3,0,0.2572805140681432
164edc75,1,1,2,0.9141519259489033
16bf9efe,1,2,0,0.685848161910108
16deb306,1,3,0,0.32463972862165064
16e277aa,1,3,0,0.7353617450430364
1704e646,1,1,1,0.9931146013495588
176f33fb,1,3,0,0.32923000114321904
17c1ae23,1,3,1,0.33900167052283514
17e9cba0,1,1,2,0.9749372208099945
1824417f,1,1,3,1.3711504778218697
18400e8e,1,1,1,0.8874225225842245
1843760e,1,2,1,0.7345854262154543
18506cf3,1,1,0,0.5502497094756715
1894884e,1,2,0,0.16312526764234175
18962676,1,2,0,0.16136931231465007
18ab47f8,1,1,0,0.16505365086702328
18b79e9b,1,3,2,0.2512695638567787
18b8b2f6,1,1,1,0.32910570915669635
18e21bf1,1,3,0,0.20944344518721242
18f6e6db,1,1,0,0.28256136337304044
18fdbccc,1,2,0,0.2899431252365396
18feab0f,1,2,0,0.8438996896520778
19098ef0,1,1,0,0.704255819281229
1911731d,1,1,0,0.04888031653965086
1943fb23,1,3,0,0.20614560422891776
19455336,1,3,1,0.7220812468956528
198e50c9,1,2,0,1.1804497357015973
19b095d5,1,2,0,0.3243024691402052
19cc95e8,1,2,0,0.26715043348352124
1a1e8ac5,1,3,0,0.16790431608493234
1a23d282,1,2,1,0.7205556991812807
1a2412b3,1,1,0,0.7249616755710699
1a803bfe,1,3,0,0.35534534691207714
1aae1de3,1,1,0,0.9916716961974874
1afa48fe,1,2,0,0.358225349491034
1aff6762,1,3,2,1.0998066837180698
1b258140,1,2,0,0.050245674630735926
1b2cd439,1,2,0,0.6044217911131714
1b2eea8f,1,3,2,1.1303112502458132
1b32427b,1,1,0,0.7470529991206772
1b410106,1,3,0,0.23243947370630108
1b49c870,1,3,0,0.3695772320769566
1b5b34bc,1,3,1,0.5417667172502431
1b6fb363,1,3,1,0.6175379852356239
1b73fce0,1,1,0,0.1978919354133989
1bc6a98c,1,2,0,0.12100858573968681
1c063ebc,1,3,0,0.084640482904346
1c23295e,1,3,0,0.5594988797515296
1c481537,1,2,3,1.0664712655307529
1c5ba087,1,3,1,0.8982215070457615
1c66daf4,1,2,0,0.774661956101289
1c673231,1,2,2,0.6363031104524108
1c6ac3d4,1,3,0,0.31527138907060515
1ccf44f0,1,1,0,0.39877259695416645
1cd37b36,1,1,1,0.8719134535899324
1cf6dcef,1,1,1,0.3033749066774685
1d02812a,1,3,0,0.9339927859191336
1d041232,1,1,0,0.6335410412297712
1d11d488,1,2,0,1.3270299779498163
1d78b3c3,1,3,0,0.550517733390895
1da37c60,1,1,2,0.6097598363421707
1dd90b53,1,1,2,0.7982640473113276
1de3c240,1,3,0,0.19485966041599773
1dfd6433,1,1,1,0.6638143638915927
1e08b1dc,1,2,1,0.9272188348976794
1e2a1bd0,1,3,0,0.25121876214095074
1e5f6199,1,1,0,0.22675046294291457
1e87baed,1,2,0,0.550663743825825
1e986f93,1,2,0,0.041227136217775184
1eda934b,1,2,0,0.8173979398222364
1eea8df2,1,1,2,1.332249239201964
1eedf45e,1,2,1,0.6854260546770669
1f2164a4,1,3,1,0.13602361253920842
1f400626,1,3,0,1.1244524805612501
1f5835cd,1,3,0,0.08519620656495042
1f65fa82,1,3,1,1.2149974258797902
1f7bd44c,1,1,0,0.1631591292091082
1f7ec039,1,2,1,0.8409510510907988
1f881e3d,1,1,0,0.9927332703189881
1fc07a80,1,1,0,0.4682346648723337
1feb42f2,1,3,2,0.6035938995619846
1ffede3b,1,1,0,0.714832966723445
206c8562,1,3,1,0.44519074310002604
2084c823,1,1,0,0.9211187388120969
20cefbaf,1,3,0,0.41102278459199637
20d7ecfd,1,2,1,0.654412393553856
20df4cab,1,1,0,0.1595212320915746
20e8ca68,1,2,0,0.5321108359534463
2114473a,1,2,0,0.3809583594010819
215ca39b,1,2,1,0.5293051375309745
218faf6f,1,3,0,0.22616044363327703
21a76448,1,3,1,0.8148111375058708
21b835ac,1,3,0,0.16436856241177672
21c62163,1,1,1,0.39241809852255505
21e5833c,1,3,0,0.5310700780906581
21f58fba,1,3,0,0.29536666431335806
221e37e0,1,3,0,0.2057409990815101
223724b2,1,1,0,0.6198622575084376
22375702,1,3,1,1.419184457093995
22389051,1,3,1,0.27490694228310847
22447a95,1,3,0,1.3122541929862384
22536a61,1,1,0,0.8636382534516619
22a71606,1,3,0,0.0972647313247047
22b4191a,1,1,1,0.8562872013177438
22c72c4e,1,1,2,0.6771702714255583
22e44415,1,2,0,0.42512474915205833
22f43a12,1,3,0,0.4407936828166298
231f6db4,1,1,1,0.30357657098314067
233b9425,1,3,0,0.25708075465743774
2340e84a,1,2,0,0.5757926405233587
23418fa2,1,1,0,0.1325942472663097
23567787,1,1,1,0.5891480139105045
236ecde8,1,3,0,0.202415126334538
23d1a58d,1,1,0,0.9114900316290769
23d71e37,1,1,0,0.5516586254280926
23dafdab,1,3,0,0.3165015854093153
23e024bd,1,2,0,0.706484812840961
24398aed,1,2,0,0.20758136480589462
24591f4d,1,2,0,0.24987656295946964
247172f9,1,1,0,0.5648026826481712
2496c491,1,1,0,1.1776239038913494
249b6d68,1,1,0,0.8627567026651668
249d2266,1,1,0,0.15101582713383882
24a3b16d,1,3,1,0.9037930487004111
24ab10c6,1,1,1,0.09798439576378948
24b4bc6d,1,2,1,0.4448053806091664
24b75658,1,3,0,0.21576751297016256
24dac645,1,2,0,0.42504250225873313
252ebc5b,1,3,2,0.5882040203235868
253f5cb1,1,3,1,1.4538987261923337
2586774b,1,1,0,0.47797710455051834
25a3a723,1,3,0,0.6606869299533501
25e752c8,1,1,0,0.14820621582991506
25eba023,1,2,0,0.12008038135795746
260f542b,1,3,0,0.18261467339096754
26190ddd,1,2,0,0.4510832036281387
262cff6d,1,3,1,1.41449652529547
26891dbd,1,2,0,0.7855144914368926
269d9918,1,3,1,0.5978113742432802
26a4b61b,1,1,1,0.6300604599896543
26aeacdf,1,3,0,0.13280835822476283
26d31613,1,3,1,0.9465783355794604
26f0e055,1,3,1,0.23096239674607688
273c8ebd,1,3,0,0.08533557240930267
2760be91,1,3,2,0.5617184669042738
277f5b32,1,3,2,0.8903018820231671
279d0ec4,1,2,0,0.7779909087945232
27cd2a6c,1,3,2,0.8275029537890151
27d363de,1,2,1,0.7464209211383209
27d7e5e4,1,1,0,0.14302690633594434
27e0ca6b,1,3,0,0.4097032590490079
281174c9,1,3,0,0.5518838781576927
2812951b,1,1,0,0.5145560856351524
2840643b,1,1,1,0.21228418930217635
287390e6,1,2,2,0.9493803903191838
287f1349,1,1,0,0.7823478559054543
28b91cf3,1,2,0,0.14927964357631418
28ba92e9,1,3,0,0.3738385122745627
28e8b2b2,1,3,0,0.3875191565555297
28e973b1,1,3,0,0.5619142438536634
28f7e6ff,1,2,2,0.6406085059447196
28f99ddb,1,1,0,0.549977210743113
2911ef94,1,3,2,1.1353731894339005
29a1d334,1,1,0,0.47821219798985404
29c54890,1,1,0,0.6979960650181141
29e4911b,1,2,0,0.049563518299784004
2a3fcf9a,1,1,0,0.1262865471616602
2a64085d,1,1,0,0.22149139757136815
2a6a6b92,1,3,0,0.7596769159689096
2a7b5b79,1,1,1,0.41587614579321214
2a81925b,1,1,1,0.401526514467032
2a85889c,1,2,1,0.6893499103534542
2a88cbe9,1,3,0,0.45758823360647705
2a922ca4,1,1,0,0.1749177996646053
2a9e0dee,1,3,0,0.5767901200412141
2aa15e6b,1,2,1,0.2072258243991416
2aab37ac,1,2,0,0.40981336764045184
2ac0bd9f,1,2,1,0.856058986639982
2af3c8d8,1,3,1,1.340703054428001
2afea280,1,1,1,0.9031611097321571
2b34dcf3,1,1,0,0.3174009951553868
2b574ef7,1,3,0,0.17959700282691288
2bac0893,1,1,0,0.8958639805480886
2bad0db7,1,2,0,0.7801957475652409
2bbcfd43,1,1,0,0.30107619843311073
2beaaf7a,1,1,1,0.6336183248586914
2bfc9187,1,1,0,0.688542250510291
2c2dc20d,1,2,2,0.49946702682335725
2c406043,1,2,0,0.08429293780112962
2c483245,1,1,0,0.7730196503173049
2c512f2f,1,2,1,0.5573402878163238
2c54d6c5,1,1,0,0.5803703819872793
2c9a90e9,1,1,1,1.2797581669583007
2ca2206f,1,3,1,1.0387556797317998
2ca9811d,1,3,1,1.1461167816842628
2cb0db2c,1,1,0,0.13237196643502103
2cd9b5a3,1,2,1,0.8164130252284181
2cda86bd,1,3,2,1.306232073129113
2d043af7,1,2,0,0.7434199010490959
2d286c59,1,3,0,0.6737752890244303
2d5365c6,1,3,2,0.6536831832175406
2da6bf6e,1,2,0,0.11263485320385408
2dbdfe11,1,1,2,0.5496291389345029
2e17c497,1,1,1,0.3168708001801828
2e293d08,1,2,0,0.29762369389969623
2e42573e,1,2,0,0.20597225953795273
2e5f5207,1,1,1,0.611716684921027
2ebdadbc,1,1,0,0.4305760234299426
2ee0a1e8,1,1,1,1.0070270232454903
2f0f2949,1,3,0,1.0473303479753606
2f12de00,1,2,1,0.6314041175845149
2f154763,1,1,0,0.14958672753061059
2f16cad4,1,3,0,1.0729741295137563
2f6b484c,1,1,0,0.19980307824962196
2f72f441,1,1,0,0.0709561399455364
2f8ec752,1,1,0,0.628722287880334
2f91f3c1,1,1,0,0.840594037711042
2fba6cf4,1,1,0,0.3406980321970605
2fc568f6,1,1,1,0.9394858262664351
2ff729d3,1,2,0,0.8745439679700874
3055881a,1,2,0,0.8101224873220236
3065aa2f,1,2,0,0.71754469539263
307c91ee,1,3,0,0.22969583406457428
3093d29f,1,2,1,0.6957273752443822
30ac8a84,1,3,2,0.5170183044152448
30b3f203,1,3,2,1.0541749242119698
30ba4252,1,2,0,0.306561827160983
30d2fd47,1,2,0,0.1661977562255515
3133a6c9,1,2,1,0.5340410162728695
3134b69f,1,2,1,0.7092560653228039
3146f878,1,3,0,0.35700575238058685
3155ed01,1,1,0,0.8029096250927477
3162c492,1,2,1,0.42253036989185117
31648caa,1,1,0,0.012020577779058406
31b74cd4,1,3,1,0.4649135022961675
31d61741,1,1,1,0.49498817791268684
31d7a136,1,2,0,0.18140746330127
31f01671,1,2,0,0.18367261605419355
321202d4,1,2,1,0.6181882314633985
323ea319,1,3,0,0.5196277461443668
325afd3d,1,3,0,0.7301046389316684
3268c574,1,1,1,0.8253763454971166
326c23c2,1,2,0,0.44891702324728544
327736cd,1,1,0,0.08648637982887436
327ef356,1,2,1,0.6175340796828458
329a9c25,1,3,2,1.0598657540704188
32a9dac0,1,3,2,0.7527297707710914
32b8490d,1,2,0,0.5287632398650667
32d0ebca,1,2,0,0.7636045579127116
32dcc8ab,1,2,0,0.3884973375114018
32e18ccc,1,3,2,1.1741635679415887
3302713b,1,1,0,0.7665651222910461
3305a981,1,1,2,1.0873750242161906
331733c7,1,2,1,0.7402301317605543
333be478,1,2,1,0.46762990692221174
338146bd,1,3,0,0.5367546930633015
3399795b,1,2,1,0.554209214039992
33d60f7d,1,3,2,0.39759566301488036
33e34de8,1,1,1,1.0117636699829806
33fe1b04,1,3,0,0.728092554393079
342d43c7,1,1,1,0.8781399295439367
342edae9,1,3,1,0.265610733603807
343460ab,1,3,3,1.5063103375979106
34362a9a,1,1,1,0.31333784777562235
3441fd41,1,1,1,0.9859826323264334
3466c72a,1,3,1,0.6544753751620445
347095fe,1,1,2,1.3747123227722917
34c30fad,1,2,2,1.0490375465389783
350cf38b,1,3,0,0.23238480644032627
350dbeba,1,2,0,0.7285181411624401
35198c2d,1,1,2,1.02526475530276
351cd4ec,1,3,1,0.5850668157683865
35265670,1,1,1,0.3226792990036212
356ab908,1,3,1,0.9039709421240831
35d2aa41,1,3,0,1.206120144415885
35daea65,1,1,0,0.05027512392724387
36146fe1,1,1,0,0.8714007141533588
36473697,1,3,1,0.7142022434764849
36530d36,1,3,0,0.4299237480071511
3655395c,1,3,0,0.4200388361742425
36958957,1,2,2,0.8544208493902605
36c060b9,1,2,2,1.4630948237541288
36c1f189,1,2,0,0.2592852083686285
36e77bf0,1,1,1,0.5200570321975206
370b47c4,1,3,0,0.9400032985467888
3714afd7,1,1,0,0.4842963649942982
372a7950,1,1,1,0.7400248546252598
376e617f,1,3,2,0.9056848517072796
37995242,1,2,0,0.05312065187955217
37ae1239,1,1,1,0.3767764846297106
37bcfa7e,1,3,0,0.8914924439932713
380029ef,1,1,0,0.3262531245133998
3820a945,1,3,0,1.1821613616156892
38390669,1,2,0,0.23825104100448868
385819e6,1,3,1,0.16197420822719255
3875d4de,1,2,0,0.9657134510555085
38cccd6d,1,1,2,0.9532779542018228
38d53b92,1,2,0,0.4012246789496341
3901e707,1,1,0,0.18605880364769306
3918d854,1,2,0,0.10744402568997236
394684ae,1,1,0,0.7681243847510869
397efe7a,1,2,0,0.3393603928664548
3983d3cd,1,3,0,0.5100658555258939
3999e449,1,1,0,0.902244618371252
39c20e2a,1,3,0,0.8623707261579355
39cc2836,1,3,0,0.3184734707852851
39d626f4,1,1,0,0.6238979236901664
39dd3538,1,1,0,0.08037804017760508
3a33d579,1,3,1,0.5543837598402684
3a594acf,1,3,1,0.7606996823931635
3a9d7bd6,1,3,0,0.19714448331649115
3ab0b1ff,1,1,1,1.0815245778672449
3ab539f0,1,1,0,0.1900772366143219
3acb5be3,1,1,0,0.2120617491824695
3b047021,1,1,0,0.1642967433490733
3b091b83,1,3,0,0.4009661732680825
3b112284,1,1,0,0.08108574436315569
3b1b9538,1,3,1,0.8111766483430073
3ba48ca7,1,3,0,0.6042429665612148
3bbf88cd,1,1,2,0.7676960497296968
3c0aba64,1,2,0,0.728129091666373
3c2cf08e,1,2,0,0.24872321399309327
3c620257,1,1,0,0.2762838730941803
3c7a7f32,1,1,0,1.097856975993945
3c8f474a,1,3,0,0.3249652800313471
3cc9cfa6,1,3,0,0.23742976965425033
3cfeca85,1,2,0,0.15846013308798268
3d20d9a7,1,3,0,0.6575916522339463
3d2c0bc5,1,2,1,0.8705422875652289
3d36fe8b,1,1,0,0.9151907946555708
3d3b87db,1,2,1,0.7251207658036001
3d3fb503,1,1,0,0.27484575016258556
3d5ad997,1,2,0,0.617754043444213
3d6143f3,1,1,0,0.11158004894493806
3d8531f5,1,3,0,0.4107960152324167
3d970ce4,1,2,1,0.6419562356333479
3dcbc164,1,2,1,1.1267375835906714
3de6a21c,1,1,0,0.1678294894810567
3e377cb7,1,1,0,0.5901702510228088
3e398bf9,1,1,2,1.1232780374660498
3e3c242c,1,2,0,0.20054749200584848
3e5d5b58,1,2,1,0.1345107387594116
3e7ee995,1,2,1,1.1845698456912095
3e9fd8d6,1,2,2,1.1056248451562833
3eb48980,1,2,1,0.4860461059589529
3ebfbb4c,1,3,1,0.18061648166640065
3f1cf5ba,1,3,1,0.5228528966765543
3f1f23e7,1,2,2,0.631869092085178
3f2141da,1,1,0,0.48873684507052506
3f3d3809,1,2,0,0.2595780940358904
3f51a21d,1,3,2,0.4772389966696271
3fcef947,1,1,0,0.4809124611068084
3fe59141,1,3,0,0.8742211383325472
40087bc5,1,1,2,1.1863912425450913
40898508,1,2,0,0.9078002879238576
408bed19,1,3,0,0.43759701194374934
4093774d,1,1,1,0.7984241073226219
40aae75f,1,1,0,0.7911820835770715
40b904b3,1,3,1,0.6720725341159066
40cdadfc,1,3,0,0.41979984447613583
40e95163,1,2,0,0.2299325002459196
41185f8e,1,2,2,0.8947042153416949
4128aee6,1,3,0,0.23158645982888315
4135cb0e,1,2,1,1.1357400597826541
4157be55,1,1,2,1.3744779840604413
415d5a1a,1,1,0,0.9462544289827759
4177e5e5,1,2,1,0.5751661628742151
41974cde,1,3,0,0.2659361295849084
419d05c6,1,1,2,1.1146667970412532
41bacefb,1,1,0,0.9276186488587299
41badf5d,1,1,1,0.9017506420919835
41cfd1db,1,1,3,1.34513924726409
42309938,1,3,1,0.8681131094252578
4248261f,1,1,0,0.10043954573887243
4255e559,1,1,0,0.5404631359459514
4262ce3d,1,1,0,0.3562336744211024
4280076d,1,3,0,0.33561012953954866
428970d4,1,1,1,0.738292276621097
428c37ea,1,3,0,0.44615871381958694
429cc266,1,1,0,0.3885576719683967
42aa29fb,1,3,1,0.42218278610928905
42bf071e,1,1,2,0.5908667716633718
42c6f67a,1,1,0,0.21922649443672382
42dfc9dd,1,1,2,1.1441842845529506
42ebc3fd,1,2,0,0.7311398966597044
432a4c21,1,2,1,0.8218061716783358
432aff11,1,1,0,0.1484498778509546
435bfa7b,1,3,1,0.5156329525509065
43629a34,1,1,0,0.04474621055441719
436dd613,1,1,0,0.381244122662594
43720c15,1,1,0,0.7209267878023117
43808706,1,1,2,1.2682280663024712
43a7386d,1,1,1,0.6903241514657096
43e54b20,1,2,1,0.8081161438794208
43f44f6c,1,3,2,0.5798118548554818
43f5d3c5,1,3,1,0.42030511638605816
43fb80d6,1,2,0,0.5991115768060775
43fdba8b,1,3,0,0.4450996109131183
440acf4f,1,3,0,0.18446435495481023
444131bc,1,2,0,0.2276212262880602
4442c376,1,2,0,0.31066031695076035
446757cb,1,1,1,1.05466717151348
4496d883,1,1,2,0.608719956092385
44b8622c,1,2,0,1.0388196901428424
44cbf5c5,1,1,0,0.16757888041932417
4505724a,1,1,0,0.036322328444414076
4507da27,1,2,1,1.154709609020843
4518ed77,1,1,0,0.2864834588264191
45ea366f,1,2,0,0.10380883185475653
45eb32f2,1,2,2,0.9687292475102494
46170319,1,2,0,0.1401686774973951
463bf3b2,1,3,0,0.17959561875076063
464a75fb,1,3,1,1.0608281603959546
4659aa1a,1,2,0,1.0318382085191447
465d3273,1,2,1,0.8396959821116623
466752d9,1,2,0,0.4788366763372597
467c549f,1,2,0,0.2174687274267636
47240aa3,1,1,0,0.21042546859942962
47350ac6,1,2,0,0.8705730771890869
4777151c,1,1,2,1.139356998807203
47a52eb8,1,3,1,1.0775541065365364
47b3bea1,1,1,2,0.18351407542621279
47c1f368,1,3,2,1.1987331172357125
47c3b47c,1,2,1,0.3224660798286321
47c55e13,1,3,0,0.517869136561149
47fef4fc,1,1,0,0.30102307423953867
481a1861,1,3,0,0.43031550150431286
4829f7ca,1,3,0,0.7564688694485241
4859a9f9,1,3,0,0.12618604005188033
485d7c69,1,3,0,0.47196579660571836
489fa831,1,3,1,0.440238492116019
48c205d9,1,2,0,0.47545317284431315
48db8ecf,1,2,0,0.25112699421686274
48df987b,1,1,0,0.34225922250101665
48e69212,1,2,0,0.4117325412142864
491bf457,1,3,0,0.6721863782177034
4926b18a,1,1,0,0.36473869691893085
494eba8a,1,1,0,0.3671921203161801
499d4499,1,2,0,1.015619958843279
4a0b1b9d,1,2,1,0.7594180512073787
4a1440d9,1,3,2,0.3196633660956989
4a17b463,1,3,0,0.3601794229342817
4a21eb0c,1,2,0,0.8480927985352442
4a475a9f,1,3,1,1.1113575781413623
4a4a0f78,1,1,2,1.1456375672014683
4a62661a,1,2,1,0.699856714945685
