id,fold,y_true,catboost_prediction,catboost_class
0df44f9e,1,2,1.052138720625885,2
0df4c27d,5,0,0.7988394231418494,1
0e1cf9b8,1,0,0.24205670719160527,0
0e1f7fed,1,0,0.22513782039536362,0
0e3b0bd2,3,0,0.14142014827726712,0
0e951124,2,3,0.9748085345229498,2
0e9c1be6,3,1,0.49485109563204915,0
0ec403df,2,2,0.9370538681839758,2
0ed2a3c8,4,1,0.17883938800878751,0
0eddd8e5,2,0,0.43422810839023945,0
0ee70b3e,1,1,0.5839245772253268,0
0f4db4f2,5,0,0.7357752367262972,1
0f6b71c4,5,0,0.30084453381646437,0
0f7f3bf3,5,1,0.8078916479273224,1
0f9b8e65,2,1,0.687057432787617,1
0fbb3ca5,3,1,1.0802497506468258,2
0fc19fd9,3,0,0.13770065009357668,0
0ff6ac09,1,0,0.5363298813397841,0
101774f0,2,0,-0.0009500204652528321,0
101c27f1,5,0,0.5042523060343362,0
10258585,3,1,0.1870313662644526,0
105e3f96,2,0,0.7434828513219018,1
108b8659,1,0,0.16245818330382117,0
10ad8c48,4,2,1.2315113302094889,2
10be7f09,3,0,0.2104896145942297,0
10c0e99a,5,0,0.20834195750001344,0
10e46254,5,0,0.2994428047833114,0
113f5798,2,2,0.8900369805817459,2
11477ed0,5,0,0.7714451487828582,1
115d3db4,4,1,0.36398614172623056,0
11739de2,2,0,0.664343954805665,1
1184a14a,5,0,0.2767555450349593,0
118b7733,2,1,0.4856836980168543,0
119d7562,4,1,1.2688696136283368,2
119dd2e1,3,1,0.3600979022433234,0
119e181e,4,0,0.01950878260624289,0
11be5d2e,2,1,0.7008874517908035,1
11d1a5ac,4,0,0.42533799926317484,0
11f7253c,3,3,1.3285724199843751,2
11f9b26c,4,0,0.11970993226817217,0
1225fd28,5,1,0.700893997771924,1
12380b06,4,0,0.6814176133287172,1
1286dab7,2,0,0.20731362439044754,0
12a607f6,2,1,0.39366342897676754,0
12cbf30c,3,0,0.6975739070684025,1
12cfb064,4,0,0.10362614400440623,0
12f37ff2,3,1,0.23679048781041434,0
1301f65d,5,0,0.38154982306264706,0
1307c41a,3,0,0.27591935852704297,0
1314bc8c,3,0,0.9154011150357035,2
136894bc,2,0,1.0572527317486589,2
137baaec,3,2,0.6043565178245938,1
137fc699,5,1,0.27726549732791916,0
13a5e288,4,0,0.2800312816500217,0
13be5672,5,0,0.27007723632912917,0
13cdb63a,1,0,0.07101900431793662,0
13d23890,1,0,0.9446224622173475,2
13d2c419,4,0,0.19817405220992662,0
13e46923,1,2,0.7043644953411474,1
13eee030,4,1,0.5707924891760493,0
13fca10c,5,1,0.7509809463910189,1
14109652,2,2,1.016471937163062,2
1420b16e,1,1,1.0235236381651707,2
1429abf1,1,0,0.40559721440698615,0
14391970,5,0,0.1395702372577693,0
144a9a79,1,2,0.5098385127873488,0
1455e657,2,0,0.1137676913073501,0
14568d61,1,1,0.2623174337296459,0
1458a9d2,2,0,0.39753034764411077,0
1470a1df,2,1,0.5335520748018405,1
147c4374,4,0,0.07613797381865717,0
14a6e58e,4,0,0.473241036103122,0
14b3d6e5,2,0,0.1123316230095967,0
14b8dd2a,1,0,0.6547001812826969,1
14b999b6,2,0,0.5623467132943996,1
14c12974,2,0,0.09116859381060094,0
14dae995,2,0,0.7383770198692127,1
14e00ce0,2,0,0.12089135930733474,0
14eac885,1,2,0.8649760212913837,1
15227eef,1,0,0.831503118013445,1
1522fee1,5,2,0.946993721981384,2
154d1191,4,1,0.09058935388201128,0
1551c806,3,1,0.9717234035595186,2
1562998a,3,0,0.8294481502144168,1
157b271f,4,3,1.1241976842507235,2
15a2364d,4,1,0.8510286112621486,1
15d702f8,3,0,0.3181035350591397,0
15dbc929,1,0,0.15230013178918567,0
15f217a6,4,1,0.6219531568952323,1
15f2e240,1,0,0.14307484617866428,0
1606f203,4,0,0.41160155322943837,0
1649ce22,4,0,0.2769027600382862,0
164b29ed,3,0,0.2804826874491881,0
164edc75,2,2,0.8990017481575887,2
16bf9efe,3,0,0.7026289581154717,1
16deb306,5,0,0.22389669603553036,0
16e277aa,3,0,0.7079236189697043,1
1704e646,5,1,1.0139962267126545,2
1713348a,1,0,0.4771416191652657,0
176f33fb,2,0,0.33111649777936825,0
177f25ab,1,1,0.4963167115916306,0
17b08109,1,0,0.27318463051023645,0
17c1ae23,4,1,0.25842583623760707,0
17e9cba0,2,2,0.9679850420178109,2
18154f3a,1,1,0.8369472971038646,1
1824417f,2,3,1.3782939479481429,2
1837456f,1,0,0.7074242191482711,1
18400e8e,4,1,0.9436053020078445,2
1843760e,5,1,0.8076470221500237,1
18506cf3,2,0,0.5593059456843067,1
1894884e,2,0,0.15565937156481552,0
18962676,2,0,0.13652710614208274,0
18ab47f8,2,0,0.16331036560097562,0
18b79e9b,4,2,0.29580015076807537,0
18b8b2f6,3,1,0.3863765847375811,0
18e21bf1,5,0,0.28384579508480406,0
18f6e6db,2,0,0.2894053438756792,0
18fdbccc,4,0,0.3922802084759067,0
18feab0f,5,0,0.8273871529261987,1
19098ef0,3,0,0.6798357745610581,1
1911731d,4,0,0.05991015204645833,0
19381499,1,2,0.7185324224220786,1
1943fb23,4,0,0.26801627766252994,0
19455336,2,1,0.6948086059321108,1
1949438b,1,2,0.45301892564588986,0
1957153d,1,2,0.4488297608510864,0
198e50c9,4,0,1.1225897626299575,2
19b095d5,3,0,0.25739935398319175,0
19c49039,1,1,0.9486831753623779,2
19cc95e8,2,0,0.2597601572557421,0
1a1e8ac5,3,0,0.12894019044590954,0
1a23d282,3,1,0.6160766967432029,1
1a2412b3,4,0,0.6221173592716925,1
1a803bfe,4,0,0.3051219799902779,0
1a9f8375,1,0,0.42112547407782963,0
1aae1de3,2,0,0.8127764635030965,1
1afa48fe,2,0,0.30827974105880995,0
1aff6762,4,2,1.1204314128223922,2
1b258140,5,0,0.047206103872795335,0
1b2cd439,2,0,0.626078864888077,1
1b2eea8f,2,2,0.9262279571177021,2
1b32427b,5,0,0.7388185207399728,1
1b329556,1,2,0.8631720132371781,1
1b410106,5,0,0.19166715620349417,0
1b49c870,4,0,0.4431237626750012,0
1b5b34bc,4,1,0.5308160772972658,0
1b5fb26f,1,0,0.6830341775295541,1
1b6be334,1,2,0.8545227833311264,1
1b6fb363,4,1,0.714486615797376,1
1b73fce0,2,0,0.2667644887017075,0
1bc6a98c,5,0,0.13276362870688552,0
1c063ebc,2,0,-0.011024680205386161,0
1c23295e,3,0,0.6661223740529258,1
1c3b7f1a,1,0,0.4691161010469175,0
1c3c2b2f,1,1,0.2197177162834702,0
1c481537,5,3,1.0562312302820902,2
1c5ba087,3,1,0.8117967353875677,1
1c66daf4,3,0,0.9013543666046047,2
1c673231,5,2,0.6176324967723564,1
1c6ac3d4,2,0,0.3249943221398129,0
1ccf44f0,3,0,0.28056523075584316,0
1cd37b36,5,1,0.873934409925428,1
1cf6dcef,2,1,0.2646215798669517,0
1d02812a,3,0,0.901830985488497,2
1d041232,2,0,0.743781399459505,1
1d11d488,2,0,1.2350273751921352,2
1d78b3c3,2,0,0.4968898765622124,0
1d7edb86,1,2,0.9949310206491984,2
1da37c60,2,2,0.6563639271343021,1
1dd90b53,4,2,0.8456750382560669,1
1de3c240,2,0,0.12751730964278607,0
1dfd6433,3,1,0.6877220495180746,1
1e08b1dc,4,1,0.7947384096732037,1
1e2a1bd0,5,0,0.2978961128484042,0
1e5f6199,5,0,0.26073260688343575,0
1e7dd854,1,0,0.28349181096943765,0
1e87baed,2,0,0.5440442442276525,1
1e986f93,3,0,0.07464531344980307,0
1eb206f0,1,0,0.5436697808762978,0
1eda934b,5,0,0.8539085097756818,1
1eea376f,1,0,1.0845812161614834,2
1eea8df2,5,2,1.4219337907936391,2
1eedf45e,3,1,0.6166284257956995,1
1f2164a4,2,1,0.0838738885094224,0
1f400626,5,0,0.945950347871849,2
1f5835cd,2,0,0.13381945978163817,0
1f5cefcc,1,1,0.7176927245440661,1
1f65fa82,5,1,1.1221063368752264,2
1f7bd44c,4,0,0.1279308188312897,0
1f7ec039,5,1,0.7653756734840305,1
1f881e3d,2,0,0.9577029515641781,2
1fc07a80,3,0,0.5379594780397254,1
1feb42f2,4,2,0.5396959047085302,0
1fed3943,1,0,0.36887112207263684,0
1ffede3b,2,0,0.6449818768379652,1
206c8562,5,1,0.4324993963448375,0
2084c823,5,0,0.8693920378985032,1
20cefbaf,2,0,0.47853670609878773,0
20d7ecfd,4,1,0.6566130772275072,1
20df4cab,2,0,0.19327100794208862,0
20e8ca68,2,0,0.5029005144940676,0
2114473a,3,0,0.4181213880557201,0
214f46e8,1,1,0.5863414890654036,0
215ca39b,4,1,0.5260608074672213,0
217ce5e6,1,1,0.9410123808476918,2
218faf6f,3,0,0.23536984119846172,0
21a76448,3,1,0.8017332823318847,1
21b835ac,2,0,0.23049887435766336,0
21c62163,4,1,0.36717744273692654,0
21e5833c,3,0,0.5968591179625694,1
21eb6d47,1,0,0.9824432167892256,2
21f58fba,3,0,0.24798543137986095,0
221e37e0,2,0,0.23953300255809779,0
223724b2,5,0,0.516036332699031,0
22375702,3,1,1.402891589098112,2
22389051,5,1,0.2973592428347387,0
22447a95,3,0,1.3324365783901446,2
224fc39a,1,2,1.0668679373308136,2
22536a61,3,0,0.7762758972292062,1
22a71606,3,0,0.10302408483550896,0
22b4191a,2,1,0.6665797918389278,1
22c72c4e,3,2,0.625454485003044,1
22e44415,3,0,0.40299823136258095,0
22f43a12,5,0,0.42647766323287184,0
231f6db4,2,1,0.2657860007301726,0
232b7cb1,1,0,0.6883238599730093,1
233b9425,4,0,0.29891831649353146,0
2340e84a,2,0,0.45838330569981345,0
23418fa2,5,0,0.18285251006557868,0
23567787,5,1,0.44590607291095957,0
236d450e,1,1,0.444815725399904,0
236ecde8,4,0,0.16648156023358246,0
23d1a58d,3,0,0.7560641638555986,1
23d71e37,5,0,0.5265244954904693,0
23dafdab,2,0,0.32059451083361634,0
23e024bd,4,0,0.9102490397504921,2
23e71e7c,1,1,1.2970803109878744,2
23e7f79b,1,1,0.5162042758285025,0
24398aed,2,0,0.18210773583299933,0
24591f4d,5,0,0.2840806416636294,0
247172f9,2,0,0.5328878374906215,1
2496c491,5,0,1.1892673237684905,2
249b6d68,3,0,0.8101774829205802,1
249d2266,2,0,0.19693267187501656,0
24a3b16d,4,1,0.9160147634214796,2
24ab10c6,5,1,0.154086622905457,0
24b4bc6d,3,1,0.37611642783444266,0
24b75658,4,0,0.10690342620871063,0
24dac645,4,0,0.4337620349789682,0
24fb56db,1,2,0.9206120584783356,1
252ebc5b,4,2,0.4961291418133253,0
253f5cb1,3,1,1.311715585614525,2
25849c6c,1,1,0.6213889517018416,1
2586774b,3,0,0.4978249764877407,0
25a3a723,3,0,0.634101389621097,1
25e752c8,4,0,0.22497204434864193,0
25eba023,4,0,0.09125567121931982,0
260f542b,4,0,0.19291714643985097,0
26190ddd,2,0,0.4254746275483374,0
2625767f,1,0,1.1208669124792585,2
262cff6d,5,1,1.3920364165420087,2
26891dbd,5,0,0.6515922672518055,1
269d9918,5,1,0.6194305460440112,1
26a4b61b,2,1,0.5001856001832898,0
26aeacdf,5,0,0.23233230912693686,0
26b1792f,1,0,0.30989610234135756,0
26b893f4,1,2,0.5508077821877402,0
26d31613,3,1,0.9698824660221896,2
26d541c2,1,0,0.7465859044452212,1
26f0e055,5,1,0.17180303696247867,0
2715347c,1,1,0.8658483070929885,1
273c8ebd,5,0,0.13336667002509645,0
2760be91,2,2,0.4656322910818493,0
27724073,1,1,0.5846435657038078,0
277f5b32,3,2,0.9254567427337723,2
278e8a51,1,0,0.12884584007038807,0
279d0ec4,3,0,0.6614895888563076,1
27cd2a6c,3,2,0.7336081817463549,1
27d363de,5,1,0.7234958836254787,1
27d7e5e4,4,0,0.2484183099129184,0
27e0ca6b,5,0,0.3780875049081849,0
281174c9,4,0,0.6029142104504358,1
2812951b,4,0,0.5236456983669064,0
2840643b,4,1,0.3068006630955384,0
287390e6,5,2,0.997476346914887,2
287f1349,4,0,0.7875235767715902,1
2891e36b,1,0,0.7339896446810147,1
2898269f,1,0,0.1930514415923824,0
28b91cf3,3,0,0.13371504203350754,0
28ba92e9,3,0,0.4212665638408493,0
28e8b2b2,2,0,0.37370538926660474,0
28e973b1,5,0,0.620407067454816,1
28f7e6ff,4,2,0.5967145640468129,1
28f99ddb,3,0,0.5413427118335148,1
2911ef94,4,2,0.9744939801155803,2
29587a31,1,0,0.32100080075643467,0
29886a85,1,0,0.23465360986054679,0
29a1d334,4,0,0.26266640318806556,0
29b37b4a,1,2,1.4161577446688387,3
29c54890,2,0,0.6270923869823075,1
29e4911b,2,0,-0.0047267693225412355,0
2a0b8386,1,0,0.667299781348684,1
2a3fcf9a,2,0,0.12127697485016375,0
2a64085d,5,0,0.23332965209144213,0
2a6a6b92,2,0,0.7127476369115506,1
2a7b5b79,2,1,0.4536738382796903,0
2a81925b,5,1,0.49738876111806163,0
2a85889c,3,1,0.5947339190232186,1
2a88cbe9,5,0,0.3789714152874265,0
2a922ca4,2,0,0.1697063881044784,0
2a9e0dee,3,0,0.5488589432052067,1
2aa15e6b,3,1,0.21450171699394277,0
2aab37ac,3,0,0.5449486757915304,1
2ac0bd9f,4,1,0.8728659644096322,1
2af3c8d8,4,1,1.2724303512291588,2
2afea280,4,1,0.916899233806374,2
2b34dcf3,5,0,0.29879941303522506,0
2b574ef7,2,0,0.08324901750421487,0
2bac0893,3,0,0.8658173431162994,1
2bad0db7,3,0,0.9101314106270881,2
2bbcfd43,2,0,0.1987676717140167,0
2bca454a,1,0,0.5614173581050574,0
2beaaf7a,4,1,0.575107944312523,0
2bfc9187,3,0,0.6867341048894422,1
2c2dc20d,4,2,0.511496019673495,0
2c3b09db,1,1,0.5578511441577161,0
2c406043,2,0,0.03437958052070711,0
2c483245,5,0,0.7466370991927133,1
2c49257f,1,0,0.4939245654511279,0
2c512f2f,5,1,0.5534241301107092,0
2c54d6c5,2,0,0.4603787188631787,0
2c56c930,1,0,0.5555735340591852,0
2c9a90e9,2,1,1.2282435823538098,2
2ca2206f,4,1,0.9348673707135353,2
2ca9811d,2,1,1.1088941519433293,2
2cb0db2c,5,0,0.14214053436753293,0
2cc4b720,1,0,0.2381433499880738,0
2cd9b5a3,4,1,0.7124948199846087,1
2cda86bd,2,2,1.421348945222236,3
2d043af7,5,0,0.7925562404248744,1
2d0bbbd3,1,0,0.6706459745678205,1
2d286c59,2,0,0.6560582971164375,1
2d3ba6fa,1,1,0.1614168593751371,0
2d5365c6,5,2,0.6466917550497719,1
2da6bf6e,2,0,0.1490620673211545,0
2dbdfe11,3,2,0.5494366415971063,1
2e16053c,1,1,0.6766530486877891,1
2e17c497,2,1,0.3014329239810057,0
2e293d08,5,0,0.2652952260732012,0
2e42573e,4,0,0.2100171331279303,0
2e4e045a,1,0,0.1965956437759882,0
2e5f5207,4,1,0.6258576479765171,1
2e7d888c,1,1,0.6937300357789591,1
2e8c9884,1,0,0.15315934244332768,0
2ea277d5,1,2,0.6131704318872109,1
2ebdadbc,3,0,0.41894834436390305,0
2ee0a1e8,2,1,1.02537948384713,2
2f0f2949,3,0,0.9759054671882954,2
2f12de00,3,1,0.5945801149218999,1
2f154763,3,0,0.185210614185355,0
2f16cad4,5,0,0.9824309643295297,2
2f1af08a,1,0,0.10151235159403982,0
2f6b484c,4,0,0.13593835380269415,0
2f72f441,4,0,0.014389097182760158,0
2f7f0eb7,1,0,0.2420192767478575,0
2f81950d,1,0,0.31371318798233105,0
2f8ec752,2,0,0.5274230080629416,0
2f91f3c1,5,0,0.7269502949140126,1
2fba6cf4,5,0,0.29869555368508677,0
2fc568f6,2,1,1.1236761592861577,2
2fef897e,1,0,0.7091225694064048,1
2ff729d3,4,0,0.7671122820523845,1
3046a5c7,1,0,0.27327577395123254,0
3055881a,3,0,0.8639589530199958,1
3065aa2f,3,0,0.6473969954729788,1
307c91ee,5,0,0.20081215978968314,0
3093d29f,2,1,0.7658873774589215,1
30ac8a84,3,2,0.5741470070927976,1
30b3f203,3,2,0.9763601346204576,2
30ba4252,3,0,0.3086006671929007,0
30d2fd47,5,0,0.16118326017839152,0
3133a6c9,3,1,0.5936915548365249,1
31349d8b,1,0,0.927775084733623,2
3134b69f,2,1,0.8256990484459076,1
3146f878,3,0,0.31733422904632946,0
3155ed01,5,0,0.8310794705673163,1
3162c492,5,1,0.35921031204712606,0
31648caa,5,0,0.04796755407885811,0
318ccc0e,1,0,0.3858643235887955,0
31b74cd4,5,1,0.5102641413819317,0
31d61741,5,1,0.40403390002994716,0
31d7a136,4,0,0.17623945186399032,0
31ddec50,1,0,0.918042645433533,1
31f01671,2,0,0.156312616988938,0
321202d4,3,1,0.5869459378549138,1
3216b978,1,1,1.0299015659242203,2
323ea319,2,0,0.47637992838734533,0
325afd3d,5,0,0.7464637439601463,1
3268c574,4,1,0.8186853745740378,1
326c23c2,4,0,0.45245593049152033,0
327736cd,5,0,0.118787215246008,0
327ef356,2,1,0.7260518983382743,1
329a9c25,5,2,0.9507928946148618,2
32a9dac0,2,2,0.6724237380799969,1
32b8490d,3,0,0.5739777169210573,1
32d0ebca,4,0,0.7244522335408997,1
32d262c2,1,0,0.44827291592194507,0
32dcc8ab,5,0,0.3970241288704689,0
32e18ccc,5,2,1.087581324210249,2
3302713b,5,0,0.7912939184513942,1
3305a981,2,2,1.097615262069121,2
331733c7,2,1,0.7749429719130189,1
333be478,3,1,0.5058441955827716,0
338146bd,3,0,0.6666827001768565,1
3399795b,2,1,0.4925643211520393,0
33a499ce,1,1,0.7552117758812773,1
33d60f7d,2,2,0.43314121663272254,0
33e34de8,5,1,1.1123534077743118,2
33fe1b04,2,0,0.7608311306826169,1
342d43c7,4,1,0.9718828197059809,2
342edae9,2,1,0.2304939055927181,0
343460ab,2,3,1.6857480982603388,3
34362a9a,2,1,0.3495038628172053,0
3441fd41,5,1,1.144705262219384,2
3466c72a,4,1,0.5734584162213859,0
347095fe,5,2,1.4934553241122686,2
34c30fad,4,2,0.844518266242808,1
34eb79f9,1,0,0.6128601990374529,1
34ec5de4,1,0,0.9333401471273224,2
350cf38b,5,0,0.2098443314561239,0
350dbeba,2,0,0.765081235364163,1
35198c2d,3,2,1.1214022093144473,2
351cd4ec,2,1,0.561323284750851,1
35265670,2,1,0.356061201668229,0
356ab908,5,1,0.8286720661420058,1
35d2aa41,3,0,1.1718076251464224,2
35daea65,2,0,0.09819130756952654,0
35fa2ebf,1,3,1.1580259465651739,2
36146fe1,4,0,0.7732080224044111,1
36473697,3,1,0.8238268452954,1
36530d36,2,0,0.40758528465912097,0
3655395c,4,0,0.3584858993180713,0
36958957,5,2,0.9611870568496472,2
36b8c9e5,1,1,0.6397862676791249,1
36c060b9,3,2,1.3143059724929538,2
36c1f189,3,0,0.23035411304349418,0
36e77bf0,2,1,0.4672386141315722,0
36fda5de,1,0,0.09871560713834665,0
370b47c4,4,0,0.8342219278736096,1
3714afd7,5,0,0.4257614002408434,0
372a7950,2,1,0.6959076726627198,1
3738db26,1,2,1.00087945305298,2
376e617f,3,2,0.8193132491628873,1
37995242,4,0,0.047288603316020805,0
37ae1239,5,1,0.40600278294531705,0
37bcfa7e,3,0,0.9032304505329712,2
380029ef,3,0,0.4230512282312232,0
3820a945,3,0,1.176760587573412,2
3826be66,1,1,1.2102261055910415,2
38390669,5,0,0.2642656587066455,0
384c3f27,1,0,1.259034065829815,2
385819e6,4,1,0.12799116019185935,0
385a6557,1,0,0.3360010463659169,0
3875d4de,3,0,0.8362159692573432,1
38cccd6d,2,2,0.7903654690812993,1
38d53b92,3,0,0.4688139349930272,0
38ee12e7,1,0,0.7919582990271472,1
3901e707,2,0,0.09662076313728057,0
3913797d,1,0,0.5317189975465437,0
3918d854,3,0,0.10091391142551709,0
3934e29c,1,2,1.3024084340665616,2
394684ae,3,0,0.7805847936313397,1
394a6219,1,0,0.22035136838592922,0
3950aa00,1,0,0.9066950770157312,1
397efe7a,3,0,0.3551669292581896,0
3983d3cd,2,0,0.49496919802151035,0
3999e449,2,0,0.7068803484000732,1
39bdbb00,1,0,0.11473155838685967,0
39c20e2a,3,0,0.8146015399793076,1
39cc2836,5,0,0.29311524265405825,0
