id,fold,y_true,catboost_prediction,catboost_class
04f094a8,1,1,0.7114564936383133,1
0506b9cd,1,1,1.355809961677788,3
051680a0,1,1,0.43391815856908067,0
051f73ae,1,0,0.5238574670794242,0
052a1122,5,1,0.5464241609409317,0
053d7d31,5,0,0.5919995802018794,0
055156e2,1,2,1.227986059292216,2
05777ce1,2,2,1.2271252355924764,2
058990e9,5,1,0.7566495213666199,1
058d2812,5,2,0.9067833531785736,2
0598f669,3,0,0.4231929844023398,0
059e02ab,1,1,0.8756765272112313,1
059eed01,5,0,0.1850407219165125,0
05bbed1b,4,0,0.0460718113507389,0
05bc318e,1,1,0.8325311376286348,1
05d3d73a,3,0,0.2485723152417217,0
05db1b9b,2,0,0.3933977786000771,0
05e67680,4,0,0.571498552561144,0
05e94f88,1,0,0.39388058312941077,0
05f2d1b5,1,0,0.28359397301186545,0
0610c066,5,0,0.08665904801007202,0
061f2866,5,2,1.2093033614659778,2
0632d98a,1,0,0.47965037378722963,0
063353cc,5,0,0.9434503502110401,2
063b16fc,2,1,0.897418804985753,1
06472198,5,0,0.1216477340319378,0
064e8da5,4,0,0.035702996251432584,0
065801e3,2,0,0.6924166088688604,1
066343d4,3,0,0.4465697115766525,0
0668373f,4,2,0.3837069409152198,0
0676ead5,5,0,0.4074349182590524,0
067b9287,3,1,0.4869002231583561,0
067de065,5,0,0.17595235255955705,0
06c7dcff,1,0,0.47833402918622836,0
06c8b2fb,2,0,0.031817140803192645,0
06eb8adb,3,0,0.17216293346964712,0
06ec8be3,2,1,0.34810669878687844,0
070386b2,2,0,0.47413411359162894,0
07048067,3,1,0.7543954078932078,1
0720320e,5,0,0.7155780292099918,1
0745c390,4,1,0.582386657219911,1
077ac7a2,2,1,0.26319063353139077,0
07d879cf,3,1,0.7994922821296231,1
080698b7,1,0,0.6896994073680847,1
08159c5e,3,0,0.6809675154441727,1
082df556,5,0,0.7211391430968637,1
0844aee7,5,1,0.3171547743614869,0
08577722,5,0,0.18181639298822128,0
08660d12,2,2,0.9291146478639787,2
086d6e7f,2,0,0.2028671677101641,0
0884aca8,4,0,0.551483570244253,0
089a6b19,3,0,0.9715680490730461,2
08fa44ad,4,1,0.3443725671565249,0
09039272,5,0,0.33767831894641953,0
092494ec,2,1,1.25903132420001,2
0924b815,4,1,0.15609346855978828,0
092c29b9,1,0,0.1988691600509505,0
09331bb8,5,2,0.9879616474535106,2
096bf063,2,2,0.7052753918681663,1
0983654b,1,0,0.40004563776440866,0
098b5836,1,2,1.2881628296986758,2
098d3c32,3,0,0.4593399730904073,0
099e3614,1,0,0.5238431232206229,0
09b29113,1,0,0.19286374210121815,0
09d80057,3,1,0.3129128510156888,0
09eeaba6,5,0,0.11416124576420023,0
09eeec14,2,2,0.3765159913210273,0
09f44fd2,2,0,0.2645923084722392,0
0a1afc11,2,0,0.2523582961353266,0
0a418b57,1,1,0.6918137399721622,1
0a431608,5,0,1.1609550113226819,2
0a4b1425,5,0,0.21430325161569225,0
0a540797,4,0,0.3920235288987213,0
0a5f1214,5,0,0.37830492644128527,0
0a775819,3,2,1.2364846465166726,2
0a822c93,3,1,0.969784401353462,2
0a9159f8,3,0,0.5490374713268813,1
0a995f99,2,0,0.4048157867973513,0
0aa90ce7,4,0,0.4821024754119214,0
0aaf08ec,4,1,0.6314538365114566,1
0ac521c8,4,3,1.0222955698780605,2
0ac5e12f,1,1,0.261139914020444,0
0acac70c,4,1,1.0112437795917928,2
0adf511d,4,1,0.46986702155961924,0
0af81037,5,0,0.49459316618560145,0
0afb2535,2,0,0.48641751842051467,0
0b4014f0,5,0,0.7835478901980903,1
0b4f597e,2,0,0.11310282481347633,0
0b50f3fa,2,1,0.5343894062955576,1
0b518637,1,0,0.14988527682983427,0
0b6b07f6,4,0,0.21169837412434667,0
0b7c6100,5,0,0.45642928951949713,0
0b7d7aec,3,0,0.866351657838534,1
0b7d9da6,2,0,0.26120708290364214,0
0b9fcc42,1,2,0.3803039822102829,0
0ba53e53,2,2,0.17369735851864915,0
0bd89878,3,0,0.26258829944876233,0
0bdace00,2,0,0.3077351882871547,0
0bfe4fc9,4,1,0.8220025992639526,1
0c0a1576,4,0,0.04705137281191296,0
0c3d248f,5,0,0.20237512330341928,0
0c3d88cb,4,0,0.14872165303409018,0
0c4e2d68,1,0,0.061174767436946165,0
0c4eabac,1,0,0.17139384263938462,0
0c794cf7,2,0,0.09700459570566838,0
0c83af0f,3,2,0.6650452358901783,1
0c8efce0,1,0,0.11268513337931835,0
0c98f822,2,1,1.1173599036958008,2
0ca08054,1,2,0.49441463933466445,0
0cbe4e54,2,0,0.8213617640355508,1
0cccc6bc,5,0,0.2954443314823343,0
0d01bbf2,2,0,0.35503856994757743,0
0d279d77,2,0,0.5002716315975866,0
0d34aee4,1,1,0.8881987657435273,2
0d394928,4,0,0.336128611947727,0
0d4800c8,4,1,0.9300780036233882,1
0d4fa8f4,1,1,0.1605074058093473,0
0d570d3e,5,2,0.5307306739989482,0
0d74d0ed,1,0,0.8102822351134502,1
0d924604,4,0,0.2741567191799994,0
0ddab8ff,3,0,0.2782712833679167,0
0de01ae7,3,1,0.9310087406161645,2
0df44f9e,1,2,1.0299682512047843,2
0df4c27d,5,0,0.8329948630322939,1
0e1cf9b8,1,0,0.24277234057320268,0
0e1f7fed,1,0,0.19748433221170125,0
0e3b0bd2,3,0,0.13658881342214513,0
0e951124,2,3,1.018401810940654,2
0e9c1be6,3,1,0.5263538068898845,0
0ec403df,2,2,0.9159974632603425,2
0ed2a3c8,4,1,0.19520712795224182,0
0eddd8e5,2,0,0.41035587969822834,0
0ee70b3e,1,1,0.5757992670063374,0
0f4db4f2,5,0,0.7364746524635213,1
0f6b71c4,5,0,0.3077462529855922,0
0f7f3bf3,5,1,0.8230662764345076,1
0f9b8e65,2,1,0.6951539183931048,1
0fbb3ca5,3,1,1.1408782518370164,2
0fc19fd9,3,0,0.12756224463450128,0
0ff6ac09,1,0,0.5008935091326886,0
101774f0,2,0,0.025688563895549743,0
101c27f1,5,0,0.4924877242615291,0
10258585,3,1,0.1977331066840673,0
105e3f96,2,0,0.7167593891020663,1
108b8659,1,0,0.1670592897242259,0
10ad8c48,4,2,1.251356243267253,2
10be7f09,3,0,0.20771084062971268,0
10c0e99a,5,0,0.21267723795944565,0
10e46254,5,0,0.314458427900121,0
113f5798,2,2,0.833358866924772,1
11477ed0,5,0,0.7592648815374076,1
115d3db4,4,1,0.3756142089151183,0
11739de2,2,0,0.6767023183737155,1
1184a14a,5,0,0.2723851757003225,0
118b7733,2,1,0.4779107972510164,0
119d7562,4,1,1.2858520359633476,2
119dd2e1,3,1,0.37209503910897485,0
119e181e,4,0,0.03158397163363236,0
11be5d2e,2,1,0.747580268159978,1
11d1a5ac,4,0,0.4288977425570478,0
11f7253c,3,3,1.3928837562776293,2
11f9b26c,4,0,0.1122372554983807,0
1225fd28,5,1,0.7028460106520031,1
12380b06,4,0,0.6699961031644396,1
1286dab7,2,0,0.2441416165263614,0
12a607f6,2,1,0.3846099367576581,0
12cbf30c,3,0,0.6831091725743188,1
12cfb064,4,0,0.1267508324977894,0
12f37ff2,3,1,0.2514968948246032,0
1301f65d,5,0,0.3748092124689979,0
1307c41a,3,0,0.2599898935730085,0
1314bc8c,3,0,0.9521326694638299,2
136894bc,2,0,1.0660033451680184,2
137baaec,3,2,0.6428031923084082,1
137fc699,5,1,0.23178220382355447,0
13a5e288,4,0,0.2926772039973898,0
13be5672,5,0,0.27123860772373076,0
13cdb63a,1,0,0.07383698137630734,0
13d23890,1,0,0.9398393667764525,2
13d2c419,4,0,0.21881199675960739,0
13e46923,1,2,0.6869575639016838,1
13eee030,4,1,0.5603312869510645,0
13fca10c,5,1,0.7377946384593832,1
14109652,2,2,0.9837178181832131,2
1420b16e,1,1,0.9926015265219138,2
1429abf1,1,0,0.3750088438903618,0
14391970,5,0,0.16684605479334574,0
144a9a79,1,2,0.47780749890038166,0
1455e657,2,0,0.1292308141989758,0
14568d61,1,1,0.2670128086684455,0
1458a9d2,2,0,0.41213045763657585,0
1470a1df,2,1,0.541193533532767,1
147c4374,4,0,0.10972151518826934,0
14a6e58e,4,0,0.484207714444022,0
14b3d6e5,2,0,0.10178241539058791,0
14b8dd2a,1,0,0.6268455961894914,1
14b999b6,2,0,0.5788328870563079,1
14c12974,2,0,0.10790777538542945,0
14dae995,2,0,0.7857386446705786,1
14e00ce0,2,0,0.13869206064834166,0
14eac885,1,2,0.8964349415301995,2
15227eef,1,0,0.8146330550794668,1
1522fee1,5,2,0.9231892454784826,2
154d1191,4,1,0.09905938214839966,0
1551c806,3,1,0.9880260759515029,2
1562998a,3,0,0.8238461732540637,1
157b271f,4,3,1.1074262584745023,2
15a2364d,4,1,0.8844287791216175,1
15d702f8,3,0,0.33353924934618645,0
15dbc929,1,0,0.16401901473104036,0
15f217a6,4,1,0.6220282513485316,1
15f2e240,1,0,0.1512195014605125,0
1606f203,4,0,0.41386627996904235,0
1649ce22,4,0,0.28001573265803587,0
164b29ed,3,0,0.27823471204957756,0
164edc75,2,2,0.9083252702770286,1
16bf9efe,3,0,0.712939234648925,1
16deb306,5,0,0.2266847615629256,0
16e277aa,3,0,0.7124611639083297,1
1704e646,5,1,1.0522382003943627,2
1713348a,1,0,0.4729625638232127,0
176f33fb,2,0,0.35013970834559105,0
177f25ab,1,1,0.5058427029028845,0
17b08109,1,0,0.28108273015478796,0
17c1ae23,4,1,0.2584982866895338,0
17e9cba0,2,2,0.9354801829536622,2
18154f3a,1,1,0.8262515986716157,1
1824417f,2,3,1.3694749986002297,2
1837456f,1,0,0.7027633170863519,1
18400e8e,4,1,0.8624095796481344,1
1843760e,5,1,0.835362199108528,1
18506cf3,2,0,0.5815585357777634,1
1894884e,2,0,0.17226069440675124,0
18962676,2,0,0.17105785944963053,0
18ab47f8,2,0,0.1872042180075153,0
18b79e9b,4,2,0.29537217359064194,0
18b8b2f6,3,1,0.3764910644136782,0
18e21bf1,5,0,0.27341658136273306,0
18f6e6db,2,0,0.31310270006427116,0
18fdbccc,4,0,0.3648567157481771,0
18feab0f,5,0,0.804927044089314,1
19098ef0,3,0,0.6857442040703315,1
1911731d,4,0,0.054318374900253485,0
19381499,1,2,0.7184493405791298,1
1943fb23,4,0,0.3029370991441848,0
19455336,2,1,0.7193675514663078,1
1949438b,1,2,0.4581153487681006,0
1957153d,1,2,0.4918343618591518,0
198e50c9,4,0,1.1597116357844026,2
19b095d5,3,0,0.2552890480922111,0
19c49039,1,1,0.9203481400618563,2
19cc95e8,2,0,0.2666553549912855,0
1a1e8ac5,3,0,0.1242194294269855,0
1a23d282,3,1,0.6282130678803327,1
1a2412b3,4,0,0.6412788526617342,1
1a803bfe,4,0,0.2898181668446191,0
1a9f8375,1,0,0.3931149719479827,0
1aae1de3,2,0,0.8419058271723978,1
1afa48fe,2,0,0.3940776810238964,0
1aff6762,4,2,1.1121384795571339,2
1b258140,5,0,0.03500364526221422,0
1b2cd439,2,0,0.629907861382444,1
1b2eea8f,2,2,0.9162460550766159,2
1b32427b,5,0,0.7285811793962866,1
1b329556,1,2,0.8264774739467451,1
1b410106,5,0,0.17457711510171758,0
1b49c870,4,0,0.4430395194103434,0
1b5b34bc,4,1,0.5292817780105613,0
1b5fb26f,1,0,0.6168925849167405,1
1b6be334,1,2,0.8625981892678909,1
1b6fb363,4,1,0.7714036529184131,1
1b73fce0,2,0,0.273866584388688,0
1bc6a98c,5,0,0.138818409259662,0
1c063ebc,2,0,0.002809729315521481,0
1c23295e,3,0,0.6520050900776582,1
1c3b7f1a,1,0,0.4465081274922869,0
1c3c2b2f,1,1,0.24936169792114793,0
1c481537,5,3,1.0987630945669482,2
1c5ba087,3,1,0.808593641483163,1
1c66daf4,3,0,0.8451426764460135,1
1c673231,5,2,0.6264408689871027,1
1c6ac3d4,2,0,0.3488731144359026,0
1ccf44f0,3,0,0.2718369494324804,0
1cd37b36,5,1,0.8629780195067467,1
1cf6dcef,2,1,0.2683940370199374,0
1d02812a,3,0,0.8930786794217325,2
1d041232,2,0,0.7643693221902059,1
1d11d488,2,0,1.2870812827474905,2
1d78b3c3,2,0,0.5171253260747359,1
1d7edb86,1,2,0.9590360299981582,2
1da37c60,2,2,0.6278720903209887,1
1dd90b53,4,2,0.8135625157550163,1
1de3c240,2,0,0.14498070448972628,0
1dfd6433,3,1,0.688562205913418,1
1e08b1dc,4,1,0.7996491376831205,1
1e2a1bd0,5,0,0.3059584375521107,0
1e5f6199,5,0,0.253695878020113,0
1e7dd854,1,0,0.2758247606481454,0
1e87baed,2,0,0.5582408468737551,1
1e986f93,3,0,0.050285154787819475,0
1eb206f0,1,0,0.5853606259556781,0
1eda934b,5,0,0.8326187297397218,1
1eea376f,1,0,1.0770465085000973,2
1eea8df2,5,2,1.4585301788950362,2
1eedf45e,3,1,0.604786133548257,1
1f2164a4,2,1,0.11069423140800355,0
1f400626,5,0,0.9411572522447851,2
1f5835cd,2,0,0.15060138543164142,0
1f5cefcc,1,1,0.7279276571832646,1
1f65fa82,5,1,1.1241976522214832,2
1f7bd44c,4,0,0.1325751771675599,0
1f7ec039,5,1,0.7875048808086351,1
1f881e3d,2,0,0.9699888229235397,2
1fc07a80,3,0,0.4922266239417208,0
1feb42f2,4,2,0.5463752768319471,0
1fed3943,1,0,0.3650777496939126,0
1ffede3b,2,0,0.6478656323475286,1
206c8562,5,1,0.45148818925664,0
2084c823,5,0,0.8391258484161273,1
20cefbaf,2,0,0.5017474210241852,0
20d7ecfd,4,1,0.6972261387952936,1
20df4cab,2,0,0.21909287340187306,0
20e8ca68,2,0,0.47958063339272944,0
2114473a,3,0,0.4153198350715123,0
214f46e8,1,1,0.6115506006193465,1
215ca39b,4,1,0.5252659164253669,0
217ce5e6,1,1,0.9261910620293483,2
218faf6f,3,0,0.23766347500608292,0
21a76448,3,1,0.8460939715765226,1
21b835ac,2,0,0.21480272478843304,0
21c62163,4,1,0.34917642358099243,0
21e5833c,3,0,0.624752528464462,1
21eb6d47,1,0,0.9989563092187298,2
21f58fba,3,0,0.25245903041528783,0
221e37e0,2,0,0.23464326024428328,0
223724b2,5,0,0.535622641755402,0
22375702,3,1,1.3959868231274357,2
22389051,5,1,0.3343452354643771,0
22447a95,3,0,1.3733069425089555,2
224fc39a,1,2,1.0946268522372544,2
22536a61,3,0,0.8481232106452483,1
22a71606,3,0,0.10189103184989673,0
22b4191a,2,1,0.6602782190053404,1
22c72c4e,3,2,0.5901144746257934,1
22e44415,3,0,0.40532081962870153,0
22f43a12,5,0,0.4269145907494979,0
231f6db4,2,1,0.2466015241403992,0
232b7cb1,1,0,0.673356872716806,1
233b9425,4,0,0.3323422230814433,0
2340e84a,2,0,0.4817135230787173,0
23418fa2,5,0,0.17631522982563075,0
23567787,5,1,0.4845648863796453,0
236d450e,1,1,0.4466391457015223,0
236ecde8,4,0,0.16146319051620506,0
23d1a58d,3,0,0.7915790455241801,1
23d71e37,5,0,0.49845627260467895,0
23dafdab,2,0,0.34068514910671654,0
23e024bd,4,0,0.8608638459519691,1
23e71e7c,1,1,1.3468753036757573,3
23e7f79b,1,1,0.5006524042459966,0
24398aed,2,0,0.19492956048157045,0
24591f4d,5,0,0.2659783267599,0
247172f9,2,0,0.5330834660548802,1
2496c491,5,0,1.2372465320726511,2
249b6d68,3,0,0.8423138539994093,1
249d2266,2,0,0.2115043968343418,0
24a3b16d,4,1,0.9281828204304579,1
24ab10c6,5,1,0.12530069953764866,0
24b4bc6d,3,1,0.38931635393710745,0
24b75658,4,0,0.10822584868287699,0
24dac645,4,0,0.454806699987209,0
24fb56db,1,2,0.9430402113987915,2
252ebc5b,4,2,0.4894764137596326,0
253f5cb1,3,1,1.3679614294687963,2
25849c6c,1,1,0.6068611015293168,1
2586774b,3,0,0.4970772721784951,0
25a3a723,3,0,0.6565012167638146,1
25e752c8,4,0,0.23211532089109516,0
25eba023,4,0,0.11071243721650709,0
260f542b,4,0,0.19678843570058302,0
26190ddd,2,0,0.41915131552365836,0
2625767f,1,0,1.1326632196212096,2
262cff6d,5,1,1.452128243347262,2
26891dbd,5,0,0.6475406013448803,1
269d9918,5,1,0.6431502671400209,1
26a4b61b,2,1,0.5078582625299001,0
26aeacdf,5,0,0.21553786733943148,0
26b1792f,1,0,0.3192834121360707,0
26b893f4,1,2,0.5294758059422875,0
26d31613,3,1,1.0037119072265839,2
26d541c2,1,0,0.7317022537844169,1
26f0e055,5,1,0.18701541728169746,0
2715347c,1,1,0.8677342685730127,1
273c8ebd,5,0,0.1243046122415965,0
2760be91,2,2,0.44780680370779924,0
27724073,1,1,0.6543974775068662,1
277f5b32,3,2,0.9349291023965061,2
278e8a51,1,0,0.1259911781231393,0
279d0ec4,3,0,0.639891040673154,1
27cd2a6c,3,2,0.7551384685120026,1
27d363de,5,1,0.7360159605382133,1
27d7e5e4,4,0,0.24791774171730185,0
27e0ca6b,5,0,0.3958895169366572,0
281174c9,4,0,0.5646209297564894,0
2812951b,4,0,0.5252963060150622,0
2840643b,4,1,0.3049254050164738,0
287390e6,5,2,0.9422660726440537,2
287f1349,4,0,0.7493408771791445,1
2891e36b,1,0,0.7700623569034613,1
2898269f,1,0,0.21440537387457126,0
28b91cf3,3,0,0.11171859589790961,0
28ba92e9,3,0,0.4500897129486612,0
28e8b2b2,2,0,0.4158499272290602,0
28e973b1,5,0,0.6154025424347696,1
28f7e6ff,4,2,0.5769113059568763,0
28f99ddb,3,0,0.6167365458836295,1
2911ef94,4,2,0.9289124046205942,1
29587a31,1,0,0.30326770524895647,0
29886a85,1,0,0.23751041781068954,0
29a1d334,4,0,0.2559728390362769,0
29b37b4a,1,2,1.443639070256436,3
29c54890,2,0,0.6422981301128017,1
29e4911b,2,0,0.009653045721119358,0
2a0b8386,1,0,0.6794855268783342,1
2a3fcf9a,2,0,0.11535460589394803,0
2a64085d,5,0,0.24752797615479555,0
2a6a6b92,2,0,0.7111367316063985,1
2a7b5b79,2,1,0.4636878033820837,0
2a81925b,5,1,0.5200616789163679,0
2a85889c,3,1,0.5884291140748925,1
2a88cbe9,5,0,0.3961526833040274,0
2a922ca4,2,0,0.1932335402854528,0
2a9e0dee,3,0,0.5398965346492793,1
2aa15e6b,3,1,0.21631008905786603,0
2aab37ac,3,0,0.5061017186445365,0
2ac0bd9f,4,1,0.8634916285024052,1
2af3c8d8,4,1,1.2711146968132567,2
2afea280,4,1,0.8735215893303303,1
2b34dcf3,5,0,0.2930648533455437,0
2b574ef7,2,0,0.11698860524093463,0
2bac0893,3,0,0.8401538287700667,1
2bad0db7,3,0,0.9192844700460381,2
2bbcfd43,2,0,0.21245133811509082,0
2bca454a,1,0,0.5821618289489073,0
2beaaf7a,4,1,0.590026067199857,1
2bfc9187,3,0,0.6622278286589884,1
2c2dc20d,4,2,0.5192177566226691,0
2c3b09db,1,1,0.5742043277649953,0
2c406043,2,0,0.0380590613080134,0
2c483245,5,0,0.7372720803381001,1
2c49257f,1,0,0.47787138555218683,0
2c512f2f,5,1,0.5499243584836646,0
2c54d6c5,2,0,0.49702483247145535,0
2c56c930,1,0,0.4973781085580757,0
2c9a90e9,2,1,1.243431687670059,2
2ca2206f,4,1,0.9428414848057358,1
2ca9811d,2,1,1.1115814723450455,2
2cb0db2c,5,0,0.12357004227366492,0
2cc4b720,1,0,0.24987511607855312,0
2cd9b5a3,4,1,0.7055536192472526,1
2cda86bd,2,2,1.438970471062564,2
2d043af7,5,0,0.7803918982988028,1
2d0bbbd3,1,0,0.6586024319109486,1
2d286c59,2,0,0.6543714060706268,1
2d3ba6fa,1,1,0.1561191817108039,0
2d5365c6,5,2,0.6682088556479812,1
2da6bf6e,2,0,0.19148241436632113,0
2dbdfe11,3,2,0.5564558096885014,1
2e16053c,1,1,0.7046013312594333,1
2e17c497,2,1,0.35014282235489025,0
2e293d08,5,0,0.23363504518642364,0
2e42573e,4,0,0.20820671289724768,0
2e4e045a,1,0,0.21621969722182188,0
2e5f5207,4,1,0.6418171155301535,1
2e7d888c,1,1,0.7077180636918543,1
2e8c9884,1,0,0.16919732970661466,0
2ea277d5,1,2,0.5901266802903294,0
2ebdadbc,3,0,0.3729709189342066,0
2ee0a1e8,2,1,1.0283304283875563,2
2f0f2949,3,0,1.03999215196511,2
2f12de00,3,1,0.5719360463512626,1
2f154763,3,0,0.1822627912085657,0
2f16cad4,5,0,1.0136268994361939,2
2f1af08a,1,0,0.13442942480557102,0
2f6b484c,4,0,0.14422911429869306,0
2f72f441,4,0,0.037250812340662964,0
2f7f0eb7,1,0,0.20025984058000595,0
2f81950d,1,0,0.2935012744155174,0
2f8ec752,2,0,0.5500472896705492,1
2f91f3c1,5,0,0.7690213505555252,1
2fba6cf4,5,0,0.3137632147235803,0
2fc568f6,2,1,1.115432665115008,2
2fef897e,1,0,0.6580952030608391,1
2ff729d3,4,0,0.8279691569082626,1
3046a5c7,1,0,0.2756682884157517,0
3055881a,3,0,0.8295820148663353,1
3065aa2f,3,0,0.6370279250748772,1
307c91ee,5,0,0.2060322952773298,0
3093d29f,2,1,0.7211837054267733,1
30ac8a84,3,2,0.5610219615857059,1
30b3f203,3,2,1.007131841912813,2
30ba4252,3,0,0.2993823387536016,0
30d2fd47,5,0,0.1659335062592427,0
3133a6c9,3,1,0.5401979522472112,1
31349d8b,1,0,0.9503842479764868,2
3134b69f,2,1,0.8032660560510746,1
3146f878,3,0,0.3009173123735773,0
3155ed01,5,0,0.7998251716301269,1
3162c492,5,1,0.3721259219380926,0
31648caa,5,0,0.05138979247459308,0
318ccc0e,1,0,0.3833306399429111,0
31b74cd4,5,1,0.5459571332208449,0
31d61741,5,1,0.42929459505045914,0
31d7a136,4,0,0.19462440451414853,0
31ddec50,1,0,0.9069155027850881,2
31f01671,2,0,0.1895153979718514,0
321202d4,3,1,0.5701778306181429,1
3216b978,1,1,1.0574610211147633,2
323ea319,2,0,0.45716563491598106,0
325afd3d,5,0,0.7480998400107831,1
3268c574,4,1,0.9062659101111847,1
326c23c2,4,0,0.5063908225837556,0
327736cd,5,0,0.12415614988856744,0
327ef356,2,1,0.6970336615704561,1
329a9c25,5,2,0.913350893634505,2
32a9dac0,2,2,0.6693754855284577,1
32b8490d,3,0,0.5788269671734025,1
32d0ebca,4,0,0.7430609015195943,1
32d262c2,1,0,0.46227237015324096,0
32dcc8ab,5,0,0.37448554024807246,0
32e18ccc,5,2,1.1243011182313998,2
3302713b,5,0,0.7647923461090942,1
3305a981,2,2,1.0566489065124227,2
331733c7,2,1,0.7952964961899487,1
333be478,3,1,0.5260523668914097,0
338146bd,3,0,0.6696914270397023,1
3399795b,2,1,0.477189795261076,0
33a499ce,1,1,0.7458755322149685,1
33d60f7d,2,2,0.45646493204919625,0
33e34de8,5,1,1.09588700297241,2
33fe1b04,2,0,0.771089008037931,1
342d43c7,4,1,1.029389393061883,2
342edae9,2,1,0.24350062752362006,0
343460ab,2,3,1.6369584527507037,3
34362a9a,2,1,0.34133582177071153,0
3441fd41,5,1,1.1063731829095316,2
3466c72a,4,1,0.5755988393873809,0
347095fe,5,2,1.5736772033294506,2
34c30fad,4,2,0.8180443687251591,1
34eb79f9,1,0,0.6781598953264389,1
34ec5de4,1,0,0.9433374079084127,2
350cf38b,5,0,0.21578367285042177,0
350dbeba,2,0,0.7400091027695426,1
35198c2d,3,2,1.1386118107946621,2
351cd4ec,2,1,0.579747180754876,1
35265670,2,1,0.3890807946170055,0
356ab908,5,1,0.816807434755611,1
35d2aa41,3,0,1.2411305198569675,2
35daea65,2,0,0.10676494617504656,0
35fa2ebf,1,3,1.1901794793568863,2
36146fe1,4,0,0.8325567318845679,1
36473697,3,1,0.8171737193942022,1
36530d36,2,0,0.33323044914333266,0
3655395c,4,0,0.3401885078459099,0
36958957,5,2,0.9902527951456237,2
36b8c9e5,1,1,0.6223880382139915,1
36c060b9,3,2,1.2904537857478517,2
36c1f189,3,0,0.18524309507283915,0
36e77bf0,2,1,0.4884581665346801,0
36fda5de,1,0,0.12299782426488193,0
370b47c4,4,0,0.8801167758319677,1
3714afd7,5,0,0.4468785772528953,0
372a7950,2,1,0.6851561061786696,1
3738db26,1,2,1.0436196990700455,2
376e617f,3,2,0.8352705725934219,1
37995242,4,0,0.04868887730399629,0
37ae1239,5,1,0.3919038937303412,0
37bcfa7e,3,0,0.8852832014323784,2
380029ef,3,0,0.463317139475671,0
3820a945,3,0,1.1886294639804456,2
3826be66,1,1,1.2572626711747796,2
38390669,5,0,0.2533053790499063,0
384c3f27,1,0,1.296145898794022,2
385819e6,4,1,0.12446242087933779,0
385a6557,1,0,0.3867410941091413,0
3875d4de,3,0,0.8220408257092382,1
38cccd6d,2,2,0.7660669809669437,1
38d53b92,3,0,0.4682227399485977,0
38ee12e7,1,0,0.8100552945096322,1
3901e707,2,0,0.14113637092200665,0
3913797d,1,0,0.5141853421741501,0
3918d854,3,0,0.10316425543450314,0
3934e29c,1,2,1.3085841192091345,2
394684ae,3,0,0.7848467768774146,1
394a6219,1,0,0.22560526929474306,0
3950aa00,1,0,0.9222537361850549,2
397efe7a,3,0,0.38353606339284396,0
3983d3cd,2,0,0.5046279087562793,0
3999e449,2,0,0.7004602143575087,1
39bdbb00,1,0,0.07381277101113437,0
39c20e2a,3,0,0.8258695283256966,1
39cc2836,5,0,0.30854305765646506,0
